"area_id","area_name","area_level_label","time_step","time_period","plot","value"
"MWI","Malawi - Demo","Country","quarter","CY2014Q2","art_child",20278
"MWI","Malawi - Demo","Country","quarter","CY2014Q2","art_adult_sex_ratio",1.94117503286611
"MWI","Malawi - Demo","Country","quarter","CY2014Q2","art_adult_child_ratio",15.6666337903146
"MWI","Malawi - Demo","Country","quarter","CY2014Q2","art_prop_u15",0.06
"MWI","Malawi - Demo","Country","quarter","CY2014Q3","art_total",450621
"MWI","Malawi - Demo","Country","quarter","CY2014Q3","art_adult_f",279566.1
"MWI","Malawi - Demo","Country","quarter","CY2014Q3","art_adult_m",144019
"MWI","Malawi - Demo","Country","quarter","CY2014Q3","art_adult",423585
"MWI","Malawi - Demo","Country","quarter","CY2014Q3","art_child",27036
"MWI","Malawi - Demo","Country","quarter","CY2014Q3","art_adult_sex_ratio",1.94117512272686
"MWI","Malawi - Demo","Country","quarter","CY2014Q3","art_adult_child_ratio",15.6674434087883
"MWI","Malawi - Demo","Country","quarter","CY2014Q3","art_prop_u15",0.06
"MWI","Malawi - Demo","Country","quarter","CY2014Q4","art_total",59011
"MWI","Malawi - Demo","Country","quarter","CY2014Q4","art_adult_f",36610.2
"MWI","Malawi - Demo","Country","quarter","CY2014Q4","art_adult_m",18860
"MWI","Malawi - Demo","Country","quarter","CY2014Q4","art_adult",55470
"MWI","Malawi - Demo","Country","quarter","CY2014Q4","art_child",3541
"MWI","Malawi - Demo","Country","quarter","CY2014Q4","art_adult_sex_ratio",1.9411558854719
"MWI","Malawi - Demo","Country","quarter","CY2014Q4","art_adult_child_ratio",15.6650663654335
"MWI","Malawi - Demo","Country","quarter","CY2014Q4","art_prop_u15",0.06
"MWI","Malawi - Demo","Country","annual","CY2015Q4","art_total",592162
"MWI","Malawi - Demo","Country","annual","CY2015Q4","art_adult_f",367378.44
"MWI","Malawi - Demo","Country","annual","CY2015Q4","art_adult_m",189256
"MWI","Malawi - Demo","Country","annual","CY2015Q4","art_adult",556634
"MWI","Malawi - Demo","Country","annual","CY2015Q4","art_child",35528
"MWI","Malawi - Demo","Country","annual","CY2015Q4","art_adult_sex_ratio",1.94117195756013
"MWI","Malawi - Demo","Country","annual","CY2015Q4","art_adult_child_ratio",15.667473541995
"MWI","Malawi - Demo","Country","annual","CY2015Q4","art_prop_u15",0.06
"MWI","Malawi - Demo","Country","quarter","CY2015Q1","art_total",248710
"MWI","Malawi - Demo","Country","quarter","CY2015Q1","art_adult_f",154299.42
"MWI","Malawi - Demo","Country","quarter","CY2015Q1","art_adult_m",79488
"MWI","Malawi - Demo","Country","quarter","CY2015Q1","art_adult",233787
"MWI","Malawi - Demo","Country","quarter","CY2015Q1","art_child",14923
"MWI","Malawi - Demo","Country","quarter","CY2015Q1","art_adult_sex_ratio",1.94116621376812
"MWI","Malawi - Demo","Country","quarter","CY2015Q1","art_adult_child_ratio",15.6662199289687
"MWI","Malawi - Demo","Country","quarter","CY2015Q1","art_prop_u15",0.06
"MWI","Malawi - Demo","Country","quarter","CY2015Q2","art_total",373061
"MWI","Malawi - Demo","Country","quarter","CY2015Q2","art_adult_f",231448.14
"MWI","Malawi - Demo","Country","quarter","CY2015Q2","art_adult_m",119231
"MWI","Malawi - Demo","Country","quarter","CY2015Q2","art_adult",350679
"MWI","Malawi - Demo","Country","quarter","CY2015Q2","art_child",22382
"MWI","Malawi - Demo","Country","quarter","CY2015Q2","art_adult_sex_ratio",1.94117419127576
"MWI","Malawi - Demo","Country","quarter","CY2015Q2","art_adult_child_ratio",15.6679027790189
"MWI","Malawi - Demo","Country","quarter","CY2015Q2","art_prop_u15",0.06
"MWI","Malawi - Demo","Country","quarter","CY2015Q3","art_total",497415
"MWI","Malawi - Demo","Country","quarter","CY2015Q3","art_adult_f",308598.18
"MWI","Malawi - Demo","Country","quarter","CY2015Q3","art_adult_m",158975
"MWI","Malawi - Demo","Country","quarter","CY2015Q3","art_adult",467573
"MWI","Malawi - Demo","Country","quarter","CY2015Q3","art_child",29842
"MWI","Malawi - Demo","Country","quarter","CY2015Q3","art_adult_sex_ratio",1.94117427268438
"MWI","Malawi - Demo","Country","quarter","CY2015Q3","art_adult_child_ratio",15.6682863078882
"MWI","Malawi - Demo","Country","quarter","CY2015Q3","art_prop_u15",0.06
"MWI","Malawi - Demo","Country","quarter","CY2015Q4","art_total",65137
"MWI","Malawi - Demo","Country","quarter","CY2015Q4","art_adult_f",40411.14
"MWI","Malawi - Demo","Country","quarter","CY2015Q4","art_adult_m",20818
"MWI","Malawi - Demo","Country","quarter","CY2015Q4","art_adult",61229
"MWI","Malawi - Demo","Country","quarter","CY2015Q4","art_child",3908
"MWI","Malawi - Demo","Country","quarter","CY2015Q4","art_adult_sex_ratio",1.94116341627438
"MWI","Malawi - Demo","Country","quarter","CY2015Q4","art_adult_child_ratio",15.667604912999
"MWI","Malawi - Demo","Country","quarter","CY2015Q4","art_prop_u15",0.06
"MWI","Malawi - Demo","Country","annual","CY2016Q4","art_total",673451
"MWI","Malawi - Demo","Country","annual","CY2016Q4","art_adult_f",417809.04
"MWI","Malawi - Demo","Country","annual","CY2016Q4","art_adult_m",215235
"MWI","Malawi - Demo","Country","annual","CY2016Q4","art_adult",633044
"MWI","Malawi - Demo","Country","annual","CY2016Q4","art_child",40407
"MWI","Malawi - Demo","Country","annual","CY2016Q4","art_adult_sex_ratio",1.94117610983344
"MWI","Malawi - Demo","Country","annual","CY2016Q4","art_adult_child_ratio",15.6666914148539
"MWI","Malawi - Demo","Country","annual","CY2016Q4","art_prop_u15",0.06
"MWI","Malawi - Demo","Country","quarter","CY2016Q1","art_total",282849
"MWI","Malawi - Demo","Country","quarter","CY2016Q1","art_adult_f",175480.8
"MWI","Malawi - Demo","Country","quarter","CY2016Q1","art_adult_m",90399
"MWI","Malawi - Demo","Country","quarter","CY2016Q1","art_adult",265880
"MWI","Malawi - Demo","Country","quarter","CY2016Q1","art_child",16969
"MWI","Malawi - Demo","Country","quarter","CY2016Q1","art_adult_sex_ratio",1.94118076527395
"MWI","Malawi - Demo","Country","quarter","CY2016Q1","art_adult_child_ratio",15.6685721020685
"MWI","Malawi - Demo","Country","quarter","CY2016Q1","art_prop_u15",0.06
"MWI","Malawi - Demo","Country","quarter","CY2016Q2","art_total",424273
"MWI","Malawi - Demo","Country","quarter","CY2016Q2","art_adult_f",263219.22
"MWI","Malawi - Demo","Country","quarter","CY2016Q2","art_adult_m",135598
"MWI","Malawi - Demo","Country","quarter","CY2016Q2","art_adult",398817
"MWI","Malawi - Demo","Country","quarter","CY2016Q2","art_child",25456
"MWI","Malawi - Demo","Country","quarter","CY2016Q2","art_adult_sex_ratio",1.94117332114043
"MWI","Malawi - Demo","Country","quarter","CY2016Q2","art_adult_child_ratio",15.6669154619736
"MWI","Malawi - Demo","Country","quarter","CY2016Q2","art_prop_u15",0.06
"MWI","Malawi - Demo","Country","quarter","CY2016Q3","art_total",565700
"MWI","Malawi - Demo","Country","quarter","CY2016Q3","art_adult_f",350960.28
"MWI","Malawi - Demo","Country","quarter","CY2016Q3","art_adult_m",180798
"MWI","Malawi - Demo","Country","quarter","CY2016Q3","art_adult",531758
"MWI","Malawi - Demo","Country","quarter","CY2016Q3","art_child",33942
"MWI","Malawi - Demo","Country","quarter","CY2016Q3","art_adult_sex_ratio",1.94117346430823
"MWI","Malawi - Demo","Country","quarter","CY2016Q3","art_adult_child_ratio",15.6666666666667
"MWI","Malawi - Demo","Country","quarter","CY2016Q3","art_prop_u15",0.06
"MWI","Malawi - Demo","Country","quarter","CY2016Q4","art_total",74079
"MWI","Malawi - Demo","Country","quarter","CY2016Q4","art_adult_f",45958.44
"MWI","Malawi - Demo","Country","quarter","CY2016Q4","art_adult_m",23676
"MWI","Malawi - Demo","Country","quarter","CY2016Q4","art_adult",69634
"MWI","Malawi - Demo","Country","quarter","CY2016Q4","art_child",4445
"MWI","Malawi - Demo","Country","quarter","CY2016Q4","art_adult_sex_ratio",1.94114039533705
"MWI","Malawi - Demo","Country","quarter","CY2016Q4","art_adult_child_ratio",15.6656917885264
"MWI","Malawi - Demo","Country","quarter","CY2016Q4","art_prop_u15",0.06
"MWI","Malawi - Demo","Country","annual","CY2017Q4","art_total",741017
"MWI","Malawi - Demo","Country","annual","CY2017Q4","art_adult_f",459726.3
"MWI","Malawi - Demo","Country","annual","CY2017Q4","art_adult_m",236829
"MWI","Malawi - Demo","Country","annual","CY2017Q4","art_adult",696555
"MWI","Malawi - Demo","Country","annual","CY2017Q4","art_child",44462
"MWI","Malawi - Demo","Country","annual","CY2017Q4","art_adult_sex_ratio",1.94117401162864
"MWI","Malawi - Demo","Country","annual","CY2017Q4","art_adult_child_ratio",15.6662993117718
"MWI","Malawi - Demo","Country","annual","CY2017Q4","art_prop_u15",0.06
"MWI","Malawi - Demo","Country","quarter","CY2017Q1","art_total",311225
"MWI","Malawi - Demo","Country","quarter","CY2017Q1","art_adult_f",193084.32
"MWI","Malawi - Demo","Country","quarter","CY2017Q1","art_adult_m",99468
"MWI","Malawi - Demo","Country","quarter","CY2017Q1","art_adult",292552
"MWI","Malawi - Demo","Country","quarter","CY2017Q1","art_child",18673
"MWI","Malawi - Demo","Country","quarter","CY2017Q1","art_adult_sex_ratio",1.94117022560019
"MWI","Malawi - Demo","Country","quarter","CY2017Q1","art_adult_child_ratio",15.6671129438226
"MWI","Malawi - Demo","Country","quarter","CY2017Q1","art_prop_u15",0.06
"MWI","Malawi - Demo","Country","quarter","CY2017Q2","art_total",466842
"MWI","Malawi - Demo","Country","quarter","CY2017Q2","art_adult_f",289627.14
"MWI","Malawi - Demo","Country","quarter","CY2017Q2","art_adult_m",149202
"MWI","Malawi - Demo","Country","quarter","CY2017Q2","art_adult",438829
"MWI","Malawi - Demo","Country","quarter","CY2017Q2","art_child",28013
"MWI","Malawi - Demo","Country","quarter","CY2017Q2","art_adult_sex_ratio",1.94117464913339
"MWI","Malawi - Demo","Country","quarter","CY2017Q2","art_adult_child_ratio",15.6651911612466
"MWI","Malawi - Demo","Country","quarter","CY2017Q2","art_prop_u15",0.06
"MWI","Malawi - Demo","Country","quarter","CY2017Q3","art_total",622454
"MWI","Malawi - Demo","Country","quarter","CY2017Q3","art_adult_f",386169.96
"MWI","Malawi - Demo","Country","quarter","CY2017Q3","art_adult_m",198936
"MWI","Malawi - Demo","Country","quarter","CY2017Q3","art_adult",585106
"MWI","Malawi - Demo","Country","quarter","CY2017Q3","art_child",37348
"MWI","Malawi - Demo","Country","quarter","CY2017Q3","art_adult_sex_ratio",1.94117686089999
"MWI","Malawi - Demo","Country","quarter","CY2017Q3","art_adult_child_ratio",15.6663275141909
"MWI","Malawi - Demo","Country","quarter","CY2017Q3","art_prop_u15",0.06
"MWI","Malawi - Demo","Country","quarter","CY2017Q4","art_total",81513
"MWI","Malawi - Demo","Country","quarter","CY2017Q4","art_adult_f",50570.52
"MWI","Malawi - Demo","Country","quarter","CY2017Q4","art_adult_m",26051
"MWI","Malawi - Demo","Country","quarter","CY2017Q4","art_adult",76622
"MWI","Malawi - Demo","Country","quarter","CY2017Q4","art_child",4891
"MWI","Malawi - Demo","Country","quarter","CY2017Q4","art_adult_sex_ratio",1.94121223753407
"MWI","Malawi - Demo","Country","quarter","CY2017Q4","art_adult_child_ratio",15.6659169903905
"MWI","Malawi - Demo","Country","quarter","CY2017Q4","art_prop_u15",0.06
"MWI","Malawi - Demo","Country","annual","CY2018Q4","art_total",798861
"MWI","Malawi - Demo","Country","annual","CY2018Q4","art_adult_f",495615.12
"MWI","Malawi - Demo","Country","annual","CY2018Q4","art_adult_m",255317
"MWI","Malawi - Demo","Country","annual","CY2018Q4","art_adult",750932
"MWI","Malawi - Demo","Country","annual","CY2018Q4","art_child",47929
"MWI","Malawi - Demo","Country","annual","CY2018Q4","art_adult_sex_ratio",1.94117555822762
"MWI","Malawi - Demo","Country","annual","CY2018Q4","art_adult_child_ratio",15.6675916459763
"MWI","Malawi - Demo","Country","annual","CY2018Q4","art_prop_u15",0.06
"MWI","Malawi - Demo","Country","quarter","CY2018Q1","art_total",335522
"MWI","Malawi - Demo","Country","quarter","CY2018Q1","art_adult_f",208158.06
"MWI","Malawi - Demo","Country","quarter","CY2018Q1","art_adult_m",107233
"MWI","Malawi - Demo","Country","quarter","CY2018Q1","art_adult",315391
"MWI","Malawi - Demo","Country","quarter","CY2018Q1","art_child",20131
"MWI","Malawi - Demo","Country","quarter","CY2018Q1","art_adult_sex_ratio",1.94117538444322
"MWI","Malawi - Demo","Country","quarter","CY2018Q1","art_adult_child_ratio",15.6669315980329
"MWI","Malawi - Demo","Country","quarter","CY2018Q1","art_prop_u15",0.06
"MWI","Malawi - Demo","Country","quarter","CY2018Q2","art_total",503285
"MWI","Malawi - Demo","Country","quarter","CY2018Q2","art_adult_f",312238.08
"MWI","Malawi - Demo","Country","quarter","CY2018Q2","art_adult_m",160850
"MWI","Malawi - Demo","Country","quarter","CY2018Q2","art_adult",473088
"MWI","Malawi - Demo","Country","quarter","CY2018Q2","art_child",30197
"MWI","Malawi - Demo","Country","quarter","CY2018Q2","art_adult_sex_ratio",1.941175505129
"MWI","Malawi - Demo","Country","quarter","CY2018Q2","art_adult_child_ratio",15.6667218597874
"MWI","Malawi - Demo","Country","quarter","CY2018Q2","art_prop_u15",0.06
"MWI","Malawi - Demo","Country","quarter","CY2018Q3","art_total",671044
"MWI","Malawi - Demo","Country","quarter","CY2018Q3","art_adult_f",416316.78
"MWI","Malawi - Demo","Country","quarter","CY2018Q3","art_adult_m",214466
"MWI","Malawi - Demo","Country","quarter","CY2018Q3","art_adult",630783
"MWI","Malawi - Demo","Country","quarter","CY2018Q3","art_child",40261
"MWI","Malawi - Demo","Country","quarter","CY2018Q3","art_adult_sex_ratio",1.94117846185409
"MWI","Malawi - Demo","Country","quarter","CY2018Q3","art_adult_child_ratio",15.6673455701547
"MWI","Malawi - Demo","Country","quarter","CY2018Q3","art_prop_u15",0.06
"MWI","Malawi - Demo","Country","quarter","CY2018Q4","art_total",87874
"MWI","Malawi - Demo","Country","quarter","CY2018Q4","art_adult_f",54517.32
"MWI","Malawi - Demo","Country","quarter","CY2018Q4","art_adult_m",28085
"MWI","Malawi - Demo","Country","quarter","CY2018Q4","art_adult",82602
"MWI","Malawi - Demo","Country","quarter","CY2018Q4","art_child",5272
"MWI","Malawi - Demo","Country","quarter","CY2018Q4","art_adult_sex_ratio",1.9411543528574
"MWI","Malawi - Demo","Country","quarter","CY2018Q4","art_adult_child_ratio",15.6680576631259
"MWI","Malawi - Demo","Country","quarter","CY2018Q4","art_prop_u15",0.06
"MWI_1_1_demo","Northern","Region","annual","CY2011Q4","art_total",33859
"MWI_1_1_demo","Northern","Region","annual","CY2011Q4","art_adult_f",21006.48
"MWI_1_1_demo","Northern","Region","annual","CY2011Q4","art_adult_m",10822
"MWI_1_1_demo","Northern","Region","annual","CY2011Q4","art_adult",31828
"MWI_1_1_demo","Northern","Region","annual","CY2011Q4","art_child",2031
"MWI_1_1_demo","Northern","Region","annual","CY2011Q4","art_adult_sex_ratio",1.94109037146553
"MWI_1_1_demo","Northern","Region","annual","CY2011Q4","art_adult_child_ratio",15.67109798129
"MWI_1_1_demo","Northern","Region","annual","CY2011Q4","art_prop_u15",0.06
"MWI_1_1_demo","Northern","Region","quarter","CY2011Q1","art_total",14222
"MWI_1_1_demo","Northern","Region","quarter","CY2011Q1","art_adult_f",8823.54
"MWI_1_1_demo","Northern","Region","quarter","CY2011Q1","art_adult_m",4545
"MWI_1_1_demo","Northern","Region","quarter","CY2011Q1","art_adult",13369
"MWI_1_1_demo","Northern","Region","quarter","CY2011Q1","art_child",853
"MWI_1_1_demo","Northern","Region","quarter","CY2011Q1","art_adult_sex_ratio",1.94137293729373
"MWI_1_1_demo","Northern","Region","quarter","CY2011Q1","art_adult_child_ratio",15.672919109027
"MWI_1_1_demo","Northern","Region","quarter","CY2011Q1","art_prop_u15",0.06
"MWI_1_1_demo","Northern","Region","quarter","CY2011Q2","art_total",21331
"MWI_1_1_demo","Northern","Region","quarter","CY2011Q2","art_adult_f",13233.66
"MWI_1_1_demo","Northern","Region","quarter","CY2011Q2","art_adult_m",6817
"MWI_1_1_demo","Northern","Region","quarter","CY2011Q2","art_adult",20051
"MWI_1_1_demo","Northern","Region","quarter","CY2011Q2","art_child",1280
"MWI_1_1_demo","Northern","Region","quarter","CY2011Q2","art_adult_sex_ratio",1.94127328736981
