"area_id","area_name","area_level","area_level_label","age_group","time_period","time_step","plot","value"
"MWI","Malawi - Demo",0,"Country","Y015_049",2018,"annual","anc_already_art",23304
"MWI","Malawi - Demo",0,"Country","Y015_049",2018,"annual","anc_tested",467599
"MWI","Malawi - Demo",0,"Country","Y015_049",2018,"annual","anc_tested_pos",12373
"MWI","Malawi - Demo",0,"Country","Y015_049",2018,"annual","anc_total_pos",36088
"MWI","Malawi - Demo",0,"Country","Y015_049",2018,"annual","anc_status",491314
"MWI","Malawi - Demo",0,"Country","Y015_049",2018,"annual","anc_prevalence",0.0734520082879788
"MWI","Malawi - Demo",0,"Country","Y015_049",2018,"annual","anc_art_among_known",0.982669196710942
"MWI","Malawi - Demo",0,"Country","Y015_049",2018,"annual","anc_art_coverage",0.645754821547329
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2011,"annual","anc_clients",40202
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2011,"annual","anc_known_pos",586
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2011,"annual","anc_already_art",0
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2011,"annual","anc_tested",30264
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2011,"annual","anc_tested_pos",1269
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2011,"annual","anc_total_pos",1855
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2011,"annual","anc_status",30850
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2011,"annual","anc_prevalence",0.060129659643436
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2011,"annual","anc_art_among_known",0
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2011,"annual","anc_art_coverage",0
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2012,"annual","anc_clients",74452
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2012,"annual","anc_known_pos",998
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2012,"annual","anc_already_art",598
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2012,"annual","anc_tested",50143
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2012,"annual","anc_tested_pos",1789
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2012,"annual","anc_total_pos",2787
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2012,"annual","anc_status",51141
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2012,"annual","anc_prevalence",0.0544963923270957
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2012,"annual","anc_art_among_known",0.599198396793587
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2012,"annual","anc_art_coverage",0.214567635450305
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2013,"annual","anc_clients",75655
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2013,"annual","anc_known_pos",1111
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2013,"annual","anc_already_art",932
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2013,"annual","anc_tested",60824
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2013,"annual","anc_tested_pos",1834
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2013,"annual","anc_total_pos",2945
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2013,"annual","anc_status",61935
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2013,"annual","anc_prevalence",0.0475498506498749
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2013,"annual","anc_art_among_known",0.838883888388839
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2013,"annual","anc_art_coverage",0.316468590831919
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2014,"annual","anc_clients",75460
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2014,"annual","anc_known_pos",1433
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2014,"annual","anc_already_art",1288
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2014,"annual","anc_tested",65265
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2014,"annual","anc_tested_pos",1841
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2014,"annual","anc_total_pos",3274
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2014,"annual","anc_status",66698
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2014,"annual","anc_prevalence",0.0490869291433026
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2014,"annual","anc_art_among_known",0.898813677599442
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2014,"annual","anc_art_coverage",0.393402565668907
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2015,"annual","anc_clients",74592
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2015,"annual","anc_known_pos",1972
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2015,"annual","anc_already_art",1575
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2015,"annual","anc_tested",67961
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2015,"annual","anc_tested_pos",1643
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2015,"annual","anc_total_pos",3615
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2015,"annual","anc_status",69933
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2015,"annual","anc_prevalence",0.0516923340912016
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2015,"annual","anc_art_among_known",0.79868154158215
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2015,"annual","anc_art_coverage",0.435684647302905
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2016,"annual","anc_clients",73034
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2016,"annual","anc_known_pos",1872
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2016,"annual","anc_already_art",1785
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2016,"annual","anc_tested",68212
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2016,"annual","anc_tested_pos",1738
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2016,"annual","anc_total_pos",3610
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2016,"annual","anc_status",70084
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2016,"annual","anc_prevalence",0.0515096170309914
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2016,"annual","anc_art_among_known",0.953525641025641
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2016,"annual","anc_art_coverage",0.494459833795014
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2017,"annual","anc_clients",76112
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2017,"annual","anc_known_pos",2288
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2017,"annual","anc_already_art",2196
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2017,"annual","anc_tested",71549
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2017,"annual","anc_tested_pos",1563
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2017,"annual","anc_total_pos",3851
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2017,"annual","anc_status",73837
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2017,"annual","anc_prevalence",0.0521554234326963
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2017,"annual","anc_art_among_known",0.95979020979021
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2017,"annual","anc_art_coverage",0.570241495715399
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2018,"annual","anc_clients",60698
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2018,"annual","anc_known_pos",1830
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2018,"annual","anc_already_art",1810
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2018,"annual","anc_tested",57736
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2018,"annual","anc_tested_pos",1171
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2018,"annual","anc_total_pos",3001
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2018,"annual","anc_status",59566
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2018,"annual","anc_prevalence",0.0503810898834906
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2018,"annual","anc_art_among_known",0.989071038251366
"MWI_1_1_demo","Northern",1,"Region","Y015_049",2018,"annual","anc_art_coverage",0.603132289236921
"MWI_1_2_demo","Central",1,"Region","Y015_049",2011,"annual","anc_clients",133093
"MWI_1_2_demo","Central",1,"Region","Y015_049",2011,"annual","anc_known_pos",1716
"MWI_1_2_demo","Central",1,"Region","Y015_049",2011,"annual","anc_already_art",0
"MWI_1_2_demo","Central",1,"Region","Y015_049",2011,"annual","anc_tested",100798
"MWI_1_2_demo","Central",1,"Region","Y015_049",2011,"annual","anc_tested_pos",3689
"MWI_1_2_demo","Central",1,"Region","Y015_049",2011,"annual","anc_total_pos",5405
"MWI_1_2_demo","Central",1,"Region","Y015_049",2011,"annual","anc_status",102514
"MWI_1_2_demo","Central",1,"Region","Y015_049",2011,"annual","anc_prevalence",0.0527245059211425
"MWI_1_2_demo","Central",1,"Region","Y015_049",2011,"annual","anc_art_among_known",0
"MWI_1_2_demo","Central",1,"Region","Y015_049",2011,"annual","anc_art_coverage",0
"MWI_1_2_demo","Central",1,"Region","Y015_049",2012,"annual","anc_clients",259901
"MWI_1_2_demo","Central",1,"Region","Y015_049",2012,"annual","anc_known_pos",4395
"MWI_1_2_demo","Central",1,"Region","Y015_049",2012,"annual","anc_already_art",2216
"MWI_1_2_demo","Central",1,"Region","Y015_049",2012,"annual","anc_tested",180733
"MWI_1_2_demo","Central",1,"Region","Y015_049",2012,"annual","anc_tested_pos",6943
"MWI_1_2_demo","Central",1,"Region","Y015_049",2012,"annual","anc_total_pos",11338
"MWI_1_2_demo","Central",1,"Region","Y015_049",2012,"annual","anc_status",185128
"MWI_1_2_demo","Central",1,"Region","Y015_049",2012,"annual","anc_prevalence",0.0612441121818418
"MWI_1_2_demo","Central",1,"Region","Y015_049",2012,"annual","anc_art_among_known",0.504209328782708
"MWI_1_2_demo","Central",1,"Region","Y015_049",2012,"annual","anc_art_coverage",0.19544893279238
"MWI_1_2_demo","Central",1,"Region","Y015_049",2013,"annual","anc_clients",253156
"MWI_1_2_demo","Central",1,"Region","Y015_049",2013,"annual","anc_known_pos",4184
"MWI_1_2_demo","Central",1,"Region","Y015_049",2013,"annual","anc_already_art",3534
"MWI_1_2_demo","Central",1,"Region","Y015_049",2013,"annual","anc_tested",200455
"MWI_1_2_demo","Central",1,"Region","Y015_049",2013,"annual","anc_tested_pos",6786
"MWI_1_2_demo","Central",1,"Region","Y015_049",2013,"annual","anc_total_pos",10970
"MWI_1_2_demo","Central",1,"Region","Y015_049",2013,"annual","anc_status",204639
"MWI_1_2_demo","Central",1,"Region","Y015_049",2013,"annual","anc_prevalence",0.0536065950283182
"MWI_1_2_demo","Central",1,"Region","Y015_049",2013,"annual","anc_art_among_known",0.844646271510516
"MWI_1_2_demo","Central",1,"Region","Y015_049",2013,"annual","anc_art_coverage",0.322151321786691
"MWI_1_2_demo","Central",1,"Region","Y015_049",2014,"annual","anc_clients",251012
"MWI_1_2_demo","Central",1,"Region","Y015_049",2014,"annual","anc_known_pos",4881
"MWI_1_2_demo","Central",1,"Region","Y015_049",2014,"annual","anc_already_art",3987
"MWI_1_2_demo","Central",1,"Region","Y015_049",2014,"annual","anc_tested",217607
"MWI_1_2_demo","Central",1,"Region","Y015_049",2014,"annual","anc_tested_pos",6014
"MWI_1_2_demo","Central",1,"Region","Y015_049",2014,"annual","anc_total_pos",10895
"MWI_1_2_demo","Central",1,"Region","Y015_049",2014,"annual","anc_status",222488
"MWI_1_2_demo","Central",1,"Region","Y015_049",2014,"annual","anc_prevalence",0.0489689331559455
"MWI_1_2_demo","Central",1,"Region","Y015_049",2014,"annual","anc_art_among_known",0.816840811309158
"MWI_1_2_demo","Central",1,"Region","Y015_049",2014,"annual","anc_art_coverage",0.36594768242313
"MWI_1_2_demo","Central",1,"Region","Y015_049",2015,"annual","anc_clients",257757
"MWI_1_2_demo","Central",1,"Region","Y015_049",2015,"annual","anc_known_pos",6168
"MWI_1_2_demo","Central",1,"Region","Y015_049",2015,"annual","anc_already_art",5351
"MWI_1_2_demo","Central",1,"Region","Y015_049",2015,"annual","anc_tested",232581
"MWI_1_2_demo","Central",1,"Region","Y015_049",2015,"annual","anc_tested_pos",6043
"MWI_1_2_demo","Central",1,"Region","Y015_049",2015,"annual","anc_total_pos",12211
"MWI_1_2_demo","Central",1,"Region","Y015_049",2015,"annual","anc_status",238749
"MWI_1_2_demo","Central",1,"Region","Y015_049",2015,"annual","anc_prevalence",0.051145763961315
"MWI_1_2_demo","Central",1,"Region","Y015_049",2015,"annual","anc_art_among_known",0.86754215304799
"MWI_1_2_demo","Central",1,"Region","Y015_049",2015,"annual","anc_art_coverage",0.438211448693801
"MWI_1_2_demo","Central",1,"Region","Y015_049",2016,"annual","anc_clients",251377
"MWI_1_2_demo","Central",1,"Region","Y015_049",2016,"annual","anc_known_pos",6112
"MWI_1_2_demo","Central",1,"Region","Y015_049",2016,"annual","anc_already_art",5694
"MWI_1_2_demo","Central",1,"Region","Y015_049",2016,"annual","anc_tested",234191
"MWI_1_2_demo","Central",1,"Region","Y015_049",2016,"annual","anc_tested_pos",5909
"MWI_1_2_demo","Central",1,"Region","Y015_049",2016,"annual","anc_total_pos",12021
"MWI_1_2_demo","Central",1,"Region","Y015_049",2016,"annual","anc_status",240303
"MWI_1_2_demo","Central",1,"Region","Y015_049",2016,"annual","anc_prevalence",0.050024344265365
"MWI_1_2_demo","Central",1,"Region","Y015_049",2016,"annual","anc_art_among_known",0.931609947643979
"MWI_1_2_demo","Central",1,"Region","Y015_049",2016,"annual","anc_art_coverage",0.473671075617669
"MWI_1_2_demo","Central",1,"Region","Y015_049",2017,"annual","anc_clients",262800
"MWI_1_2_demo","Central",1,"Region","Y015_049",2017,"annual","anc_known_pos",7026
"MWI_1_2_demo","Central",1,"Region","Y015_049",2017,"annual","anc_already_art",6872
"MWI_1_2_demo","Central",1,"Region","Y015_049",2017,"annual","anc_tested",245826
"MWI_1_2_demo","Central",1,"Region","Y015_049",2017,"annual","anc_tested_pos",5490
"MWI_1_2_demo","Central",1,"Region","Y015_049",2017,"annual","anc_total_pos",12516
"MWI_1_2_demo","Central",1,"Region","Y015_049",2017,"annual","anc_status",252852
"MWI_1_2_demo","Central",1,"Region","Y015_049",2017,"annual","anc_prevalence",0.0494993118504105
"MWI_1_2_demo","Central",1,"Region","Y015_049",2017,"annual","anc_art_among_known",0.978081411898662
"MWI_1_2_demo","Central",1,"Region","Y015_049",2017,"annual","anc_art_coverage",0.549057206775328
"MWI_1_2_demo","Central",1,"Region","Y015_049",2018,"annual","anc_clients",208729
"MWI_1_2_demo","Central",1,"Region","Y015_049",2018,"annual","anc_known_pos",5883
"MWI_1_2_demo","Central",1,"Region","Y015_049",2018,"annual","anc_already_art",5791
"MWI_1_2_demo","Central",1,"Region","Y015_049",2018,"annual","anc_tested",197863
"MWI_1_2_demo","Central",1,"Region","Y015_049",2018,"annual","anc_tested_pos",3662
"MWI_1_2_demo","Central",1,"Region","Y015_049",2018,"annual","anc_total_pos",9545
"MWI_1_2_demo","Central",1,"Region","Y015_049",2018,"annual","anc_status",203746
"MWI_1_2_demo","Central",1,"Region","Y015_049",2018,"annual","anc_prevalence",0.0468475454732854
"MWI_1_2_demo","Central",1,"Region","Y015_049",2018,"annual","anc_art_among_known",0.984361720210777
"MWI_1_2_demo","Central",1,"Region","Y015_049",2018,"annual","anc_art_coverage",0.606705081194343
"MWI_1_3_demo","Southern",1,"Region","Y015_049",2011,"annual","anc_clients",155647
"MWI_1_3_demo","Southern",1,"Region","Y015_049",2011,"annual","anc_known_pos",4316
"MWI_1_3_demo","Southern",1,"Region","Y015_049",2011,"annual","anc_already_art",0
"MWI_1_3_demo","Southern",1,"Region","Y015_049",2011,"annual","anc_tested",117430
"MWI_1_3_demo","Southern",1,"Region","Y015_049",2011,"annual","anc_tested_pos",10081
"MWI_1_3_demo","Southern",1,"Region","Y015_049",2011,"annual","anc_total_pos",14397
"MWI_1_3_demo","Southern",1,"Region","Y015_049",2011,"annual","anc_status",121746
"MWI_1_3_demo","Southern",1,"Region","Y015_049",2011,"annual","anc_prevalence",0.118254398501799
"MWI_1_3_demo","Southern",1,"Region","Y015_049",2011,"annual","anc_art_among_known",0
"MWI_1_3_demo","Southern",1,"Region","Y015_049",2011,"annual","anc_art_coverage",0
"MWI_1_3_demo","Southern",1,"Region","Y015_049",2012,"annual","anc_clients",302130
"MWI_1_3_demo","Southern",1,"Region","Y015_049",2012,"annual","anc_known_pos",9488
"MWI_1_3_demo","Southern",1,"Region","Y015_049",2012,"annual","anc_already_art",6281
"MWI_1_3_demo","Southern",1,"Region","Y015_049",2012,"annual","anc_tested",213413
"MWI_1_3_demo","Southern",1,"Region","Y015_049",2012,"annual","anc_tested_pos",16868
"MWI_1_3_demo","Southern",1,"Region","Y015_049",2012,"annual","anc_total_pos",26356
"MWI_1_3_demo","Southern",1,"Region","Y015_049",2012,"annual","anc_status",222901
"MWI_1_3_demo","Southern",1,"Region","Y015_049",2012,"annual","anc_prevalence",0.118240833374458
"MWI_1_3_demo","Southern",1,"Region","Y015_049",2012,"annual","anc_art_among_known",0.661994097807757
"MWI_1_3_demo","Southern",1,"Region","Y015_049",2012,"annual","anc_art_coverage",0.238313856427379
"MWI_1_3_demo","Southern",1,"Region","Y015_049",2013,"annual","anc_clients",293314
"MWI_1_3_demo","Southern",1,"Region","Y015_049",2013,"annual","anc_known_pos",10452
"MWI_1_3_demo","Southern",1,"Region","Y015_049",2013,"annual","anc_already_art",8830
"MWI_1_3_demo","Southern",1,"Region","Y015_049",2013,"annual","anc_tested",221367
"MWI_1_3_demo","Southern",1,"Region","Y015_049",2013,"annual","anc_tested_pos",15603
"MWI_1_3_demo","Southern",1,"Region","Y015_049",2013,"annual","anc_total_pos",26055
"MWI_1_3_demo","Southern",1,"Region","Y015_049",2013,"annual","anc_status",231819
"MWI_1_3_demo","Southern",1,"Region","Y015_049",2013,"annual","anc_prevalence",0.112393720963338
"MWI_1_3_demo","Southern",1,"Region","Y015_049",2013,"annual","anc_art_among_known",0.844814389590509
"MWI_1_3_demo","Southern",1,"Region","Y015_049",2013,"annual","anc_art_coverage",0.338898483976204
"MWI_1_3_demo","Southern",1,"Region","Y015_049",2014,"annual","anc_clients",282029
"MWI_1_3_demo","Southern",1,"Region","Y015_049",2014,"annual","anc_known_pos",12410
"MWI_1_3_demo","Southern",1,"Region","Y015_049",2014,"annual","anc_already_art",11299
"MWI_1_3_demo","Southern",1,"Region","Y015_049",2014,"annual","anc_tested",219904
"MWI_1_3_demo","Southern",1,"Region","Y015_049",2014,"annual","anc_tested_pos",13629
"MWI_1_3_demo","Southern",1,"Region","Y015_049",2014,"annual","anc_total_pos",26039
"MWI_1_3_demo","Southern",1,"Region","Y015_049",2014,"annual","anc_status",232314
"MWI_1_3_demo","Southern",1,"Region","Y015_049",2014,"annual","anc_prevalence",0.112085367218506
"MWI_1_3_demo","Southern",1,"Region","Y015_049",2014,"annual","anc_art_among_known",0.910475423045931
"MWI_1_3_demo","Southern",1,"Region","Y015_049",2014,"annual","anc_art_coverage",0.433926034025884
"MWI_1_3_demo","Southern",1,"Region","Y015_049",2015,"annual","anc_clients",294581
"MWI_1_3_demo","Southern",1,"Region","Y015_049",2015,"annual","anc_known_pos",14698
"MWI_1_3_demo","Southern",1,"Region","Y015_049",2015,"annual","anc_already_art",13485
"MWI_1_3_demo","Southern",1,"Region","Y015_049",2015,"annual","anc_tested",247658
"MWI_1_3_demo","Southern",1,"Region","Y015_049",2015,"annual","anc_tested_pos",13765
"MWI_1_3_demo","Southern",1,"Region","Y015_049",2015,"annual","anc_total_pos",28463
"MWI_1_3_demo","Southern",1,"Region","Y015_049",2015,"annual","anc_status",262356
"MWI_1_3_demo","Southern",1,"Region","Y015_049",2015,"annual","anc_prevalence",0.10848999069966
"MWI_1_3_demo","Southern",1,"Region","Y015_049",2015,"annual","anc_art_among_known",0.917471764865968
"MWI_1_3_demo","Southern",1,"Region","Y015_049",2015,"annual","anc_art_coverage",0.473772968415135
"MWI_1_3_demo","Southern",1,"Region","Y015_049",2016,"annual","anc_clients",286082
"MWI_1_3_demo","Southern",1,"Region","Y015_049",2016,"annual","anc_known_pos",16439
"MWI_1_3_demo","Southern",1,"Region","Y015_049",2016,"annual","anc_already_art",15148
"MWI_1_3_demo","Southern",1,"Region","Y015_049",2016,"annual","anc_tested",257160
"MWI_1_3_demo","Southern",1,"Region","Y015_049",2016,"annual","anc_tested_pos",13133
"MWI_1_3_demo","Southern",1,"Region","Y015_049",2016,"annual","anc_total_pos",29572
"MWI_1_3_demo","Southern",1,"Region","Y015_049",2016,"annual","anc_status",273599
"MWI_1_3_demo","Southern",1,"Region","Y015_049",2016,"annual","anc_prevalence",0.108085190369848
"MWI_1_3_demo","Southern",1,"Region","Y015_049",2016,"annual","anc_art_among_known",0.921467242533001
"MWI_1_3_demo","Southern",1,"Region","Y015_049",2016,"annual","anc_art_coverage",0.512241309346679
"MWI_1_3_demo","Southern",1,"Region","Y015_049",2017,"annual","anc_clients",283627
"MWI_1_3_demo","Southern",1,"Region","Y015_049",2017,"annual","anc_known_pos",17995
